ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
53-7258569,12/3/1995,Married,Private,Female,0,No,High School,Honda,Accord Crosstour,Blue,2011,0,Rural,$90062.66,$235791.69
64-3897852,5/7/1988,Married,Private,Male,0,No,Bachelors,Lincoln,Town Car,Teal,1995,0,Suburban,$72627.26,$172730.39
84-1506911,11/4/1955,Divorced,Private,Male,0,No,Bachelors,Scion,xB,Teal,2011,1,Highly Rural,$13888.41,$151858.33
17-5560665,1/17/1982,Married,Private,Male,1,Yes,High School,Mercedes-Benz,SLK-Class,Teal,2011,0,Highly Urban,$41067.67,$119570.72
24-6086678,2/19/1979,Married,Private,Female,0,No,Masters,Hyundai,Elantra,Blue,2008,2,Urban,$74542.08,$63057.63
73-9311775,12/10/1989,Single,Private,Female,0,No,Bachelors,Honda,Accord,Pink,1991,1,Highly Urban,$81433.48,$134038.85
09-9299024,10/2/1981,Single,Private,Female,0,No,High School,Maybach,57,Green,2005,0,Highly Urban,$25405.35,$89413.66
62-8806949,6/29/1991,Married,Private,Male,0,No,Bachelors,Ford,Taurus,Mauv,1986,1,Highly Urban,$40240.38,$158357.25
92-1212287,7/9/1959,Seperated,Private,Male,0,No,Bachelors,Mitsubishi,Challenger,Turquoise,1998,0,Highly Rural,$98137.46,$218027.88
96-0485305,4/18/1952,Single,Private,Female,0,Yes,High School,Ford,F-Series,Mauv,2001,0,Rural,$97079.89,$208720.20
56-5195476,12/25/1983,Married,Private,Male,2,Yes,Bachelors,Volvo,850,Turquoise,1994,1,Urban,$46401.13,$116751.50
40-6654908,10/26/1971,Single,Private,Male,0,Yes,High School,Chevrolet,Avalanche,Orange,2010,0,Urban,$93323.15,$73798.71
94-7687876,4/8/2002,Single,Commercial,Male,3,Yes,High School,Land Rover,LR2,Pink,2009,2,Suburban,$17284.61,$156448.61
55-9086240,1/16/1994,Single,Private,Female,0,No,Bachelors,Dodge,Viper,Pink,1993,0,Rural,$65117.40,$132543.58
86-4514541,8/5/1999,Seperated,Private,Female,0,Yes,Bachelors,Subaru,Legacy,Red,1993,3,Rural,$27042.13,$115732.99
86-8894906,12/2/1993,Married,Private,Male,1,Yes,PhD,Mercedes-Benz,CLS-Class,Orange,2011,0,Urban,$25376.72,$165242.39
72-5652386,10/24/1992,Married,Private,Male,0,No,Bachelors,Geo,Prizm,Goldenrod,1993,3,Highly Urban,$32076.48,$129018.07
45-4175883,4/24/1989,Married,Commercial,Female,2,Yes,PhD,Cadillac,CTS,Indigo,2003,3,Highly Urban,$21093.29,$241914.22
99-8084889,2/23/1961,Single,Commercial,Male,0,Yes,Bachelors,Isuzu,Ascender,Yellow,2009,0,Rural,$40598.21,$59763.33
12-9402314,4/7/1993,Seperated,Private,Female,0,No,Masters,Kia,Sephia,Turquoise,1996,0,Urban,$48075.42,$121787.04
35-0156126,11/12/1964,Divorced,Commercial,Female,0,No,Bachelors,Hummer,H1,Pink,2001,0,Rural,$37907.01,$122129.98
05-3803961,6/22/1973,Married,Private,Male,0,No,Bachelors,Volvo,C70,Puce,2001,0,Rural,$93558.98,$99541.06
71-0666748,6/21/1957,Seperated,Private,Male,0,No,High School,Hyundai,Santa Fe,Goldenrod,2006,1,Suburban,$9616.17,$170763.17
27-6963398,7/23/1977,Divorced,Private,Female,0,No,Bachelors,Mitsubishi,Chariot,Pink,1988,0,Highly Rural,$4438.79,$48590.46
65-8331746,5/14/1983,Single,Private,Male,0,No,Masters,Saab,9-3,Orange,2003,0,Highly Urban,$99441.85,$115370.57
66-2023831,3/22/1977,Married,Private,Male,1,Yes,High School,Saab,9000,Teal,1990,0,Highly Urban,$85488.04,$186028.24
26-8903943,3/27/1968,Single,Private,Female,0,No,High School,Land Rover,Range Rover Classic,Orange,1993,0,Highly Urban,$63374.34,$107100.09
44-3080514,3/7/1953,Married,Private,Female,0,Yes,PhD,Maserati,Spyder,Green,2003,2,Urban,$6757.34,$128283.95
46-4464148,3/11/1995,Married,Private,Female,0,No,Bachelors,Maserati,Quattroporte,Goldenrod,2012,1,Highly Rural,$64203.07,$222572.39
64-5261410,9/21/1986,Single,Private,Male,1,Yes,Bachelors,Volkswagen,New Beetle,Maroon,2012,1,Urban,$42754.03,$136732.49
00-7560236,1/22/1997,Married,Private,Male,0,No,High School,Mitsubishi,Diamante,Mauv,1994,0,Rural,$3164.15,$199838.46
30-1005473,4/14/1952,Divorced,Private,Female,1,Yes,Masters,Audi,S5,Turquoise,2010,0,Highly Rural,$60131.75,$217751.30
16-7087742,4/30/1970,Married,Private,Female,1,Yes,PhD,Lexus,ES,Blue,2002,0,Highly Urban,$4025.08,$217937.51
94-8957787,8/28/1968,Single,Private,Male,0,Yes,High School,Buick,Verano,Violet,2012,0,Rural,$48351.48,$57662.99
76-5153949,7/25/1952,Divorced,Private,Male,1,Yes,Masters,Dodge,Dakota,Pink,2000,0,Urban,$46204.98,$135489.43
72-1121042,5/31/1965,Single,Private,Male,0,No,Bachelors,Volkswagen,GTI,Aquamarine,1995,0,Rural,$43966.19,$110548.85
31-8511366,7/7/1960,Married,Private,Female,0,No,High School,Mercedes-Benz,E-Class,Teal,1988,1,Suburban,$57920.04,$91595.99
17-3847618,7/15/1985,Married,Private,Female,0,No,High School,Hyundai,Santa Fe,Maroon,2001,1,Suburban,$76310.01,$221934.91
00-7305145,12/29/1973,Single,Private,Female,0,No,PhD,Pontiac,Montana,Turquoise,2005,0,Highly Urban,$21171.69,$206800.33
62-7760934,2/6/1999,Single,Private,Female,0,No,Masters,Hummer,H2 SUV,Green,2006,0,Urban,$5859.04,$121172.49
66-1669386,8/6/1984,Divorced,Commercial,Female,0,No,High School,Hyundai,Accent,Fuscia,1995,0,Urban,$80674.74,$118318.97
03-1003878,12/30/1979,Married,Private,Male,3,Yes,Bachelors,Buick,Regal,Pink,1990,0,Suburban,$37475.79,$76239.60
31-6813554,6/29/2001,Married,Private,Female,3,Yes,High School,GMC,Suburban 2500,Indigo,1993,0,Rural,$12943.34,$247472.00
92-3135627,4/2/1952,Single,Private,Male,0,No,High School,Subaru,Alcyone SVX,Crimson,1995,0,Urban,$48290.92,$238705.96
82-4934703,7/8/1978,Single,Private,Male,0,Yes,High School,Mercedes-Benz,CLK-Class,Violet,2005,0,Suburban,$68161.80,$125913.57
32-2409806,5/25/1990,Divorced,Commercial,Male,1,Yes,High School,Pontiac,GTO,Pink,1972,0,Urban,$65268.17,$48890.11
08-0124239,1/14/1995,Single,Private,Male,0,No,Bachelors,Dodge,Ram 2500,Green,2007,1,Suburban,$35158.99,$104242.78
55-1474501,1/15/1967,Married,Private,Female,0,Yes,Bachelors,Toyota,Prius,Yellow,2008,0,Highly Rural,$15085.81,$150324.78
51-9017333,2/3/1965,Married,Commercial,Male,1,Yes,Bachelors,Spyker,C8,Blue,2006,1,Urban,$97564.83,$110455.31
16-3152097,4/22/1950,Married,Private,Female,0,No,Bachelors,Chevrolet,Camaro,Orange,1985,2,Highly Urban,$77622.49,$235275.49
35-7432166,3/26/1995,Single,Private,Male,0,Yes,Bachelors,Ford,Excursion,Purple,2004,0,Urban,$65430.56,$120812.49
86-5072303,3/29/1998,Married,Private,Male,2,Yes,Bachelors,Mercury,Monterey,Teal,2007,0,Urban,$41554.61,$248310.50
34-9181468,11/6/1957,Divorced,Private,Female,0,No,High School,Infiniti,G37,Goldenrod,2008,0,Urban,$94227.57,$78723.97
62-9637687,6/4/1979,Married,Commercial,Female,0,No,Masters,Mercedes-Benz,300SL,Teal,1992,0,Urban,$9054.16,$96288.53
52-5217797,8/23/1999,Single,Commercial,Male,0,No,Bachelors,Mazda,B-Series Plus,Purple,1995,0,Suburban,$31599.65,$181002.52
29-1599126,9/25/1989,Married,Private,Male,0,No,Bachelors,Suzuki,Daewoo Lacetti,Violet,2004,0,Suburban,$94040.98,$207729.32
08-1492387,4/9/1953,Married,Private,Female,0,No,PhD,Volkswagen,Golf,Pink,2001,0,Suburban,$77398.64,$183697.89
85-2624447,10/21/1993,Single,Private,Female,0,No,PhD,Volvo,XC70,Mauv,2006,0,Highly Urban,$64161.26,$150917.45
35-5637267,7/10/1999,Single,Commercial,Male,1,Yes,High School,Mercedes-Benz,S-Class,Red,1987,0,Highly Urban,$72666.79,$90103.16
14-6929083,11/24/1953,Divorced,Private,Female,0,No,High School,Jaguar,XK Series,Crimson,2000,2,Urban,$70261.42,$246130.00
08-7545956,9/7/1986,Married,Private,Female,2,Yes,Bachelors,Mercury,Topaz,Pink,1993,0,Highly Urban,$78394.26,$106683.87
55-1943515,10/13/1980,Seperated,Private,Female,0,No,High School,Mercury,Mystique,Red,1995,0,Rural,$60972.20,$94002.97
29-0719510,2/4/1967,Married,Commercial,Female,0,No,Bachelors,Lincoln,Mark LT,Turquoise,2006,1,Urban,$72690.68,$74064.45
33-0063149,9/26/1982,Married,Private,Female,0,No,High School,Plymouth,Laser,Blue,1993,0,Suburban,$87415.11,$126891.05
24-0311153,7/26/1991,Married,Private,Female,0,No,Bachelors,GMC,Sierra,Indigo,2009,0,Urban,$6592.35,$187812.08
70-5393834,12/31/1952,Single,Private,Male,2,Yes,Masters,Acura,Legend,Khaki,1995,0,Highly Rural,$67178.48,$59189.60
95-2088536,1/15/1993,Seperated,Private,Male,0,No,Bachelors,BMW,M6,Yellow,2008,3,Rural,$88024.02,$60825.41
89-7908605,2/24/1963,Single,Private,Female,0,No,Bachelors,Toyota,Avalon,Khaki,2000,0,Urban,$52355.59,$55915.58
74-9850694,8/1/1976,Divorced,Private,Female,0,No,Masters,Mazda,Miata MX-5,Violet,2007,0,Rural,$88499.98,$221665.67
59-6522331,7/6/1982,Married,Private,Female,1,Yes,Bachelors,Ford,F-Series,Purple,2007,0,Urban,$23176.89,$207584.21
27-4406882,10/17/1998,Seperated,Private,Female,0,Yes,Masters,Nissan,Pathfinder,Orange,2003,0,Urban,$39099.02,$151722.05
32-6134086,4/5/1962,Single,Private,Female,3,Yes,Bachelors,Ford,F150,Khaki,2003,0,Rural,$9183.47,$185935.76
39-9906461,1/4/1984,Single,Private,Male,0,No,High School,Saturn,Ion,Turquoise,2007,2,Highly Rural,$55231.07,$197694.24
79-3242990,7/20/1995,Single,Private,Female,0,Yes,Masters,Nissan,Pathfinder,Turquoise,1995,0,Urban,$50421.36,$105500.37
92-1714780,10/16/2002,Single,Private,Female,1,Yes,Bachelors,Land Rover,Discovery,Fuscia,1998,0,Suburban,$15874.24,$142451.35
64-0425767,6/1/1988,Seperated,Private,Female,0,No,Masters,Ford,Mustang,Maroon,1992,0,Rural,$22712.81,$207102.41
53-4929492,1/11/1977,Seperated,Private,Female,1,Yes,Masters,Chevrolet,Silverado 1500,Mauv,2006,0,Highly Rural,$9972.16,$65536.53
52-3138804,8/23/1958,Divorced,Private,Female,0,Yes,Bachelors,Maybach,57S,Orange,2005,1,Rural,$43041.46,$104298.62
30-2004282,1/27/1995,Married,Private,Female,0,No,High School,Acura,MDX,Teal,2008,0,Urban,$84351.61,$179941.06
82-8878543,11/17/1959,Married,Private,Male,0,Yes,High School,GMC,Rally Wagon 3500,Purple,1992,0,Suburban,$11560.70,$233074.45
27-2084203,1/10/1979,Divorced,Private,Male,2,Yes,Bachelors,Oldsmobile,Intrigue,Teal,2002,0,Suburban,$89017.99,$99124.32
51-3071772,5/25/1960,Single,Private,Female,0,No,High School,Toyota,Tacoma,Teal,2003,0,Suburban,$84572.17,$211988.59
14-7534899,5/19/1996,Married,Private,Female,0,No,PhD,Mercedes-Benz,M-Class,Turquoise,2006,0,Rural,$80474.37,$120481.51
93-4918923,5/1/1987,Seperated,Private,Male,0,No,Bachelors,Audi,S8,Maroon,2008,0,Highly Urban,$22668.72,$190314.46
18-7388898,1/1/1959,Single,Commercial,Male,0,Yes,Bachelors,Ford,Laser,Indigo,1984,0,Urban,$69136.17,$126006.39
68-8808929,11/13/1970,Single,Private,Female,0,No,Bachelors,Nissan,Murano,Turquoise,2012,0,Highly Urban,$34617.80,$48243.46
69-6413882,8/11/1981,Single,Private,Female,0,No,Bachelors,Lexus,GS,Orange,2013,0,Highly Urban,$94563.35,$209540.18
12-8010280,11/13/1953,Seperated,Private,Female,0,Yes,Masters,Mercedes-Benz,M-Class,Purple,2001,4,Highly Urban,$58710.40,$49711.47
73-8215120,2/25/1960,Seperated,Private,Male,0,Yes,Bachelors,Peugeot,207,Yellow,2007,0,Highly Urban,$17860.60,$103810.91
97-7445903,10/3/1958,Married,Commercial,Female,0,No,Bachelors,Hyundai,Azera,Teal,2006,0,Suburban,$41344.28,$105164.71
22-1862289,11/15/1989,Single,Private,Female,0,Yes,High School,Land Rover,Range Rover,Mauv,1997,0,Urban,$85422.23,$203572.75
18-2918608,11/1/1964,Married,Commercial,Male,0,No,Bachelors,Mercedes-Benz,E-Class,Indigo,1988,1,Highly Urban,$98000.17,$45119.53
84-5715949,11/28/1997,Divorced,Commercial,Female,0,No,Bachelors,Kia,Rio,Orange,2008,0,Suburban,$6678.11,$164628.20
52-4822729,3/10/1976,Married,Private,Female,0,No,Bachelors,Acura,SLX,Indigo,1998,3,Urban,$96435.76,$117884.52
01-3401258,10/16/1985,Single,Commercial,Male,1,Yes,Bachelors,Aston Martin,Rapide,Khaki,2010,0,Suburban,$79384.59,$203472.26
38-1261257,2/16/1991,Married,Private,Male,0,Yes,Bachelors,Lamborghini,Gallardo,Blue,2009,0,Urban,$37356.91,$228216.77
46-8472170,2/11/2001,Single,Private,Female,0,No,Bachelors,Mercedes-Benz,M-Class,Blue,1998,0,Rural,$66165.80,$135590.28
16-6259920,6/22/1982,Single,Private,Female,0,No,Bachelors,Acura,NSX,Teal,1993,0,Highly Urban,$5932.47,$217266.80
92-7350395,11/24/1970,Married,Private,Male,0,Yes,High School,Pontiac,Firebird,Yellow,1994,1,Highly Urban,$40896.88,$153346.09
75-5087688,8/13/1955,Single,Private,Female,0,Yes,Bachelors,Mercury,Mariner,Turquoise,2008,0,Highly Urban,$8623.54,$124856.93
61-6813536,4/12/1998,Single,Commercial,Female,0,No,Bachelors,Toyota,RAV4,Pink,2009,0,Rural,$59208.55,$191658.80
66-0634689,1/3/1973,Married,Private,Female,0,No,Bachelors,Isuzu,Trooper,Indigo,1992,0,Suburban,$59323.65,$227950.76
60-7893127,5/7/1970,Single,Private,Female,0,No,Masters,Toyota,Prius,Crimson,2012,0,Rural,$96303.73,$76278.47
08-2914446,4/17/1973,Married,Private,Male,0,No,Masters,Acura,Vigor,Turquoise,1992,0,Suburban,$17051.48,$54463.23
04-2954300,7/28/1987,Divorced,Commercial,Male,0,No,Bachelors,GMC,Sierra 3500,Purple,2007,0,Highly Rural,$42981.84,$236588.11
04-1173572,1/6/1958,Seperated,Private,Female,0,No,Bachelors,Mercedes-Benz,E-Class,Indigo,2004,0,Suburban,$95887.05,$230250.22
51-2144447,4/7/1960,Divorced,Private,Female,2,Yes,Bachelors,Eagle,Summit,Khaki,1996,0,Highly Rural,$37090.38,$52212.92
62-2957618,7/21/1991,Married,Private,Female,0,No,Bachelors,Ford,Thunderbird,Turquoise,1987,0,Urban,$18174.03,$111119.29
49-1014091,3/19/1974,Married,Private,Female,1,Yes,Bachelors,Toyota,Previa,Goldenrod,1995,0,Highly Rural,$44353.04,$168172.96
18-0526394,6/3/1974,Married,Private,Male,0,No,Bachelors,Mercury,Monterey,Blue,2007,0,Highly Urban,$92094.15,$84667.97
54-1560788,5/3/1978,Divorced,Private,Female,0,No,Bachelors,Chevrolet,Caprice,Puce,1983,0,Suburban,$5362.58,$240012.41
48-4640521,12/13/1985,Divorced,Commercial,Female,0,No,Bachelors,Toyota,T100 Xtra,Teal,1996,1,Urban,$40483.10,$180583.36
01-3566728,3/25/1971,Married,Commercial,Female,0,No,Bachelors,Ford,F350,Teal,1996,0,Urban,$54441.75,$99235.91
47-0363435,9/3/1957,Married,Private,Female,0,Yes,High School,Chrysler,Sebring,Goldenrod,2002,0,Suburban,$37863.88,$136313.94
14-0698043,4/2/1967,Single,Commercial,Female,0,No,High School,Subaru,SVX,Fuscia,1997,0,Highly Urban,$81674.82,$83694.04
67-7066834,4/12/1990,Divorced,Private,Male,0,No,Bachelors,Chevrolet,APV,Violet,1993,4,Rural,$70056.94,$49739.11
27-3443046,7/9/1965,Single,Private,Male,0,Yes,High School,Mazda,Tribute,Pink,2002,0,Rural,$75447.06,$166528.93
68-3533906,4/28/2002,Single,Private,Male,0,Yes,Bachelors,GMC,Savana 3500,Yellow,2002,0,Highly Rural,$50024.41,$158681.46
82-6003053,9/21/1979,Single,Private,Female,2,Yes,PhD,Dodge,Ram 2500,Violet,2010,0,Highly Rural,$38994.55,$139243.78
21-4145212,2/15/1986,Single,Private,Female,2,Yes,Masters,BMW,545,Pink,2004,1,Highly Urban,$3505.12,$109477.61
20-6341200,3/13/1997,Single,Private,Male,0,Yes,Bachelors,Ford,Club Wagon,Violet,1994,0,Highly Urban,$12880.66,$154051.20
16-7494776,1/3/1980,Single,Private,Male,1,Yes,Masters,Dodge,Caravan,Teal,1994,0,Suburban,$58491.84,$78264.42
57-6644056,11/18/1969,Single,Commercial,Female,0,Yes,Masters,Buick,Electra,Blue,1985,0,Rural,$14620.35,$156965.35
76-9842699,2/24/1963,Divorced,Private,Female,0,No,High School,Chevrolet,Corvette,Khaki,1955,0,Rural,$35212.70,$154731.84
46-7631093,10/7/1958,Married,Commercial,Female,1,Yes,High School,Audi,A8,Yellow,2000,0,Suburban,$12357.96,$143746.60
77-8285074,10/17/1999,Single,Private,Female,0,No,High School,Chevrolet,Corvette,Yellow,2009,0,Highly Rural,$14007.62,$66784.92
94-4638577,10/31/1973,Single,Private,Male,0,No,Bachelors,GMC,Canyon,Orange,2010,0,Highly Rural,$41753.46,$53681.14
11-6717376,10/14/1970,Married,Private,Female,0,No,High School,Nissan,Altima,Red,2005,0,Urban,$37040.86,$60061.45
69-3661444,10/23/1981,Single,Private,Male,0,No,Bachelors,Jaguar,XJ Series,Blue,1992,0,Urban,$98202.54,$59168.93
50-1334547,5/7/1957,Married,Private,Female,1,Yes,PhD,Buick,Century,Mauv,2004,4,Urban,$22564.09,$89735.04
53-0027405,6/17/1972,Married,Commercial,Female,1,Yes,PhD,Aston Martin,Vanquish S,Teal,2006,0,Rural,$26663.66,$75497.42
90-0385231,4/23/1988,Divorced,Private,Female,0,No,PhD,Dodge,Ram Wagon B150,Yellow,1993,1,Suburban,$56879.75,$249431.36
61-5914209,11/8/1991,Married,Private,Male,0,Yes,Masters,Nissan,Maxima,Crimson,2003,4,Suburban,$50150.89,$169800.56
06-9904997,5/23/1988,Single,Commercial,Female,0,Yes,Bachelors,Mazda,RX-7,Violet,1993,1,Urban,$94492.10,$68324.61
89-5723104,7/23/1981,Single,Private,Male,0,No,Bachelors,Ford,E-Series,Fuscia,2001,0,Suburban,$43037.28,$215879.60
96-1216236,9/8/1988,Single,Commercial,Male,0,No,Bachelors,Volvo,S80,Khaki,2005,0,Suburban,$97671.49,$187671.25
81-3503479,4/11/1974,Single,Commercial,Female,1,Yes,PhD,Cadillac,Allante,Green,1992,0,Highly Urban,$67309.22,$66122.66
07-0012151,12/3/1989,Single,Private,Female,0,No,High School,BMW,X6,Turquoise,2013,0,Rural,$13584.22,$139488.50
44-4631356,5/30/1988,Seperated,Private,Male,0,No,Bachelors,Mercedes-Benz,SLK-Class,Crimson,2006,0,Highly Urban,$28222.56,$218752.32
31-5188049,6/1/1954,Divorced,Commercial,Male,1,Yes,High School,Maybach,Landaulet,Red,2010,0,Highly Urban,$92800.29,$57600.52
45-9963212,3/8/1969,Single,Private,Female,1,Yes,High School,Honda,S2000,Violet,2006,0,Suburban,$79750.81,$121002.07
71-8776349,6/25/1978,Married,Private,Male,1,Yes,Masters,Chevrolet,2500,Maroon,1997,0,Rural,$55516.58,$105458.88
54-4074085,8/29/1979,Married,Private,Male,0,No,Masters,Studebaker,Avanti,Green,1963,0,Rural,$39647.98,$170725.86
57-4352368,5/16/1950,Divorced,Private,Female,0,No,Masters,Pontiac,Grand Prix,Red,1981,0,Highly Rural,$19478.15,$60831.08
59-4911391,2/5/1985,Single,Commercial,Female,0,No,Masters,GMC,Yukon XL 1500,Red,2002,0,Highly Rural,$2618.36,$102451.63
20-2794232,3/3/1990,Seperated,Private,Male,2,Yes,High School,Hyundai,Tucson,Green,2007,1,Urban,$55219.52,$46415.10
89-8843329,8/16/1952,Married,Private,Female,0,No,High School,Mercury,Tracer,Crimson,1994,0,Rural,$47369.07,$235477.67
41-8996175,6/29/1967,Divorced,Private,Male,1,Yes,Bachelors,Honda,Accord,Mauv,1990,0,Rural,$28939.77,$70064.52
05-0373316,5/12/1960,Single,Private,Female,0,Yes,PhD,Nissan,Altima,Pink,1999,0,Highly Rural,$16042.30,$182769.86
53-7243642,9/25/2001,Seperated,Private,Female,2,Yes,Bachelors,BMW,X6,Fuscia,2011,0,Suburban,$60222.47,$215772.38
18-2810648,7/6/2000,Married,Private,Male,0,No,Masters,Acura,NSX,Khaki,1993,0,Rural,$87006.97,$217517.54
59-4923627,7/24/1954,Single,Private,Female,2,Yes,High School,Suzuki,SJ,Mauv,1989,0,Highly Urban,$46192.90,$149614.27
74-5125532,5/3/1966,Seperated,Commercial,Female,1,Yes,Bachelors,Toyota,Celica,Indigo,1999,0,Urban,$60742.21,$111039.73
52-9427378,7/23/1951,Married,Private,Female,0,No,Bachelors,Scion,xB,Turquoise,2004,0,Highly Rural,$22942.63,$210781.10
30-3612839,3/21/1962,Married,Private,Male,0,No,Bachelors,Honda,Odyssey,Fuscia,1997,0,Suburban,$33161.61,$234645.60
53-2280600,5/22/1968,Married,Private,Male,0,No,Bachelors,Rolls-Royce,Phantom,Violet,2012,0,Highly Rural,$15816.32,$186730.06
18-6983240,11/15/1955,Married,Private,Female,0,No,Bachelors,Audi,80,Goldenrod,1991,0,Rural,$69387.29,$164618.85
58-8831459,7/26/1966,Single,Private,Male,0,No,High School,Dodge,Ram 1500,Blue,2010,0,Rural,$7607.36,$225909.49
30-0412357,3/3/1983,Married,Commercial,Male,2,Yes,High School,Dodge,Ram Van 3500,Puce,2002,0,Suburban,$71246.45,$115162.03
30-3591164,10/5/1975,Married,Private,Female,0,No,Masters,MINI,Cooper,Maroon,2002,0,Highly Rural,$52648.74,$142685.76
98-4857526,7/12/1985,Single,Private,Female,0,Yes,Bachelors,Lexus,GS,Maroon,2002,1,Highly Urban,$41530.64,$178072.24
90-8476266,7/24/1959,Married,Private,Male,0,Yes,High School,Hyundai,Sonata,Turquoise,2000,2,Rural,$43110.44,$205274.28
46-8912796,1/12/2002,Single,Private,Male,1,Yes,Masters,Mitsubishi,3000GT,Turquoise,1992,0,Suburban,$27490.09,$191157.11
22-2176000,9/1/1958,Single,Private,Male,0,Yes,Masters,Subaru,Legacy,Crimson,1993,0,Highly Rural,$59450.92,$52995.74
71-1421530,9/23/1978,Married,Commercial,Male,0,No,Bachelors,Volvo,C70,Turquoise,2007,0,Rural,$81829.66,$88896.22
54-2565244,10/22/1953,Single,Private,Male,1,Yes,High School,Chevrolet,Suburban 2500,Indigo,2002,0,Rural,$13725.35,$67360.16
69-6560723,1/29/1966,Seperated,Private,Female,0,No,High School,Mazda,MPV,Turquoise,2003,0,Rural,$22494.23,$45718.25
59-1358330,4/3/1957,Single,Commercial,Female,1,Yes,PhD,Kia,Sephia,Crimson,1998,0,Urban,$69885.91,$61051.30
95-1244208,2/3/1965,Seperated,Private,Female,0,No,High School,Nissan,Sentra,Mauv,1994,1,Rural,$75535.53,$239673.71
98-2861070,5/11/1950,Single,Commercial,Female,0,No,Bachelors,Dodge,Ram 1500,Pink,1998,0,Rural,$57729.68,$155282.24
31-9561060,5/2/1982,Single,Private,Male,1,Yes,High School,Isuzu,Ascender,Pink,2008,0,Highly Rural,$33254.45,$63704.84
52-1122715,4/3/2001,Single,Private,Male,0,No,Bachelors,Buick,Century,Fuscia,1989,0,Suburban,$76186.60,$77658.82
65-0596481,7/25/1982,Single,Commercial,Male,2,Yes,Bachelors,Land Rover,Range Rover,Turquoise,1999,0,Rural,$29398.85,$170041.43
85-7694932,8/30/1967,Married,Private,Female,0,No,Masters,Dodge,Ram Van 3500,Green,2000,3,Rural,$26084.68,$189901.10
46-6185449,10/11/1950,Single,Private,Male,1,Yes,Bachelors,Dodge,Ram Van B150,Purple,1993,1,Highly Rural,$29057.49,$221368.99
31-1628552,2/24/1959,Single,Private,Female,0,No,High School,Oldsmobile,Regency,Puce,1997,0,Suburban,$75930.64,$240825.14
63-0099414,10/12/1954,Single,Private,Female,0,No,PhD,Acura,TSX,Khaki,2008,0,Urban,$45891.39,$74617.50
19-2362300,2/23/1964,Single,Private,Male,0,Yes,Masters,Toyota,Corolla,Goldenrod,1996,1,Highly Urban,$2814.10,$223288.60
03-9754407,12/16/1999,Divorced,Private,Male,1,Yes,Bachelors,Chevrolet,G-Series 3500,Indigo,1998,1,Suburban,$35608.78,$98010.64
01-7127690,2/6/1956,Married,Private,Female,0,No,High School,Land Rover,Range Rover,Khaki,2000,4,Highly Urban,$65844.64,$181670.85
65-7992928,11/22/1955,Single,Private,Female,0,No,High School,Honda,CR-V,Mauv,2003,0,Highly Urban,$64946.78,$119737.68
90-3225090,5/21/1956,Married,Commercial,Female,1,Yes,Bachelors,Volkswagen,Jetta,Purple,1985,4,Rural,$74464.01,$128840.45
14-8739388,1/23/1968,Single,Private,Male,0,Yes,Bachelors,Volvo,960,Teal,1993,1,Urban,$41854.61,$168141.06
31-7696037,3/13/2002,Married,Private,Male,2,Yes,High School,Maserati,Gran Sport,Pink,2005,2,Suburban,$43197.88,$207020.23
69-9582004,2/21/1957,Single,Private,Male,0,No,Masters,BMW,M5,Purple,2002,0,Suburban,$26284.36,$223502.45
06-8524604,6/5/1960,Divorced,Private,Male,3,Yes,Masters,Buick,Rendezvous,Pink,2007,0,Highly Rural,$78392.72,$75120.53
50-1205124,11/12/1998,Divorced,Private,Male,0,No,PhD,Subaru,SVX,Blue,1997,2,Suburban,$87352.23,$82018.15
63-3753444,2/28/1994,Married,Private,Male,0,No,Bachelors,Jaguar,XJ Series,Purple,2003,0,Suburban,$99205.71,$155387.00
97-7318246,7/27/1954,Single,Private,Male,0,No,Bachelors,Volvo,S60,Khaki,2002,0,Rural,$84729.25,$216540.30
26-2349559,2/9/1997,Single,Private,Female,0,No,Bachelors,Buick,Coachbuilder,Aquamarine,1993,1,Rural,$96060.75,$95369.75
08-7124670,1/29/1953,Single,Private,Female,2,Yes,Bachelors,Volvo,S80,Yellow,2000,0,Urban,$91625.88,$176173.24
90-0736412,1/3/1997,Single,Private,Female,2,Yes,High School,Pontiac,Aztek,Teal,2002,1,Rural,$90675.50,$221739.90
17-1429191,5/11/1964,Single,Private,Male,0,No,Bachelors,Lexus,ES,Indigo,2001,0,Urban,$43564.83,$182274.68
09-0053267,4/1/1976,Married,Private,Male,0,No,Bachelors,Infiniti,M,Aquamarine,2008,0,Rural,$85969.87,$237130.33
47-7764761,4/1/1951,Single,Private,Female,0,No,Bachelors,Dodge,Avenger,Violet,1998,0,Rural,$31107.60,$218820.52
19-6291238,6/30/1955,Married,Private,Male,1,Yes,Bachelors,Suzuki,Daewoo Lacetti,Indigo,2005,0,Highly Urban,$16364.87,$191563.48
93-8768217,12/9/1952,Married,Private,Male,2,Yes,High School,Ford,Escort,Violet,2000,0,Urban,$40646.16,$161818.68
92-3427710,6/3/1972,Divorced,Private,Male,0,No,Bachelors,Chrysler,300M,Blue,2003,0,Rural,$17964.72,$56836.42
93-2638570,12/7/1981,Divorced,Private,Female,0,No,High School,Cadillac,Escalade EXT,Indigo,2011,0,Rural,$97898.52,$56359.27
